25210.0, {'247379907': 4.5, '252017285': 9.9, '256201389': 0.0, '26110729': 1045.8, '280120513': 0.0, '32319828': 6.3, '62426694': 16.2, 'cluster_1098574052_1098574061_247379905': 0.9}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25220.0, {'247379907': -1.9000000000000001, '252017285': -10.1, '256201389': 0.0, '26110729': 0.0, '280120513': 0.0, '32319828': 0.0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': 0.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25230.0, {'247379907': -9.1, '252017285': -37.4, '256201389': 0.0, '26110729': 0.0, '280120513': 0.0, '32319828': 0.0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': 0.0}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25240.0, {'247379907': 10.8, '252017285': 17.8, '256201389': 0.0, '26110729': 0.0, '280120513': 0.0, '32319828': 0.0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': 0.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25250.0, {'247379907': -10.200000000000001, '252017285': 28.8, '256201389': 0.1, '26110729': -2.8000000000000003, '280120513': -8.2, '32319828': 0.0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': -22.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
25260.0, {'247379907': -71.2, '252017285': 0.0, '256201389': 0.0, '26110729': 1.8, '280120513': 8.1, '32319828': 0.0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': -50.3}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
25270.0, {'247379907': -45.2, '252017285': -2.9000000000000004, '256201389': 0.0, '26110729': -1.8, '280120513': 0.0, '32319828': 0.0, '62426694': 0.1, 'cluster_1098574052_1098574061_247379905': -79.2}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 11, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
25280.0, {'247379907': -105.80000000000001, '252017285': 2.7, '256201389': 0.0, '26110729': -12.7, '280120513': 0.0, '32319828': 0.0, '62426694': 0.0, 'cluster_1098574052_1098574061_247379905': 11.000000000000002}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
25290.0, {'247379907': -54.300000000000004, '252017285': -18.1, '256201389': -5.5, '26110729': -18.1, '280120513': 0.0, '32319828': 0.0, '62426694': -6.5, 'cluster_1098574052_1098574061_247379905': 5.8}, {'247379907': 6, '252017285': 3, '256201389': 1, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 12, '252017285': 3, '256201389': 1, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, 
25300.0, {'247379907': -115.6, '252017285': -27.3, '256201389': 5.4, '26110729': -18.1, '280120513': 0.0, '32319828': 0.0, '62426694': 6.3, 'cluster_1098574052_1098574061_247379905': 33.900000000000006}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 13, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
25310.0, {'247379907': -123.60000000000001, '252017285': -27.2, '256201389': 0.0, '26110729': -26.400000000000002, '280120513': 0.0, '32319828': 0.0, '62426694': -8.2, 'cluster_1098574052_1098574061_247379905': 55.6}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 14, '252017285': 3, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
25320.0, {'247379907': -127.2, '252017285': -38.2, '256201389': 0.0, '26110729': -36.3, '280120513': 0.0, '32319828': 0.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 26.9}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 14, '252017285': 5, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, 
25330.0, {'247379907': 330.4, '252017285': -49.8, '256201389': 0.0, '26110729': -36.4, '280120513': 0.0, '32319828': 0.0, '62426694': -13.7, 'cluster_1098574052_1098574061_247379905': -9.1}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 10, '252017285': 6, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, 
25340.0, {'247379907': 144.3, '252017285': 126.1, '256201389': -1.9000000000000001, '26110729': 149.4, '280120513': 0.1, '32319828': 0.0, '62426694': -27.3, 'cluster_1098574052_1098574061_247379905': -9.1}, {'247379907': 5, '252017285': 2, '256201389': 1, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 6, '252017285': 2, '256201389': 1, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 1}, 
25350.0, {'247379907': -64.5, '252017285': 26.8, '256201389': 1.8, '26110729': -7.4, '280120513': 0.0, '32319828': 0.0, '62426694': 57.6, 'cluster_1098574052_1098574061_247379905': 29.8}, {'247379907': 6, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
