57610.0, {'1863241632': 0, '2330725114': 164.0, '243351999': 16.0, '243641585': 1192.0, '243749571': 1746.0, '30503246': 0, '30624898': 378.0, '32564122': 33.0, '89127267': 0, '89173763': 8.0, '89173808': 0, 'cluster_1427494838_273472399': 12.0, 'cluster_1757124350_1757124352': 12.0, 'cluster_1863241547_1863241548_1976170214': 62.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 6.0, 'gneJ208': 21.0, 'gneJ210': 0, 'gneJ255': 42.0, 'gneJ257': 86.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
58300.0, {'1863241632': 0, '2330725114': 0, '243351999': -34.0, '243641585': 168.0, '243749571': 97.0, '30503246': 0, '30624898': 153.0, '32564122': 56.0, '89127267': 5.0, '89173763': -9.0, '89173808': -27.0, 'cluster_1427494838_273472399': -76.0, 'cluster_1757124350_1757124352': -6.0, 'cluster_1863241547_1863241548_1976170214': 36.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -15.0, 'gneJ143': 68.0, 'gneJ207': -27.0, 'gneJ208': 0, 'gneJ210': 2.0, 'gneJ255': -8.0, 'gneJ257': -60.0}, {'1863241632': 0, '2330725114': 0, '243351999': 6, '243641585': 7, '243749571': 1, '30503246': 0, '30624898': 4, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 2, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 0, '243351999': 6, '243641585': 12, '243749571': 1, '30503246': 0, '30624898': 7, '32564122': 0, '89127267': 0, '89173763': 3, '89173808': 3, 'cluster_1427494838_273472399': 9, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 4, 'gneJ143': 0, 'gneJ207': 3, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 6}, 
58310.0, {'1863241632': 0, '2330725114': 0, '243351999': 252.0, '243641585': 148.0, '243749571': -36.0, '30503246': 0, '30624898': 153.0, '32564122': -9.0, '89127267': -9.0, '89173763': -17.0, '89173808': -40.0, 'cluster_1427494838_273472399': 5.0, 'cluster_1757124350_1757124352': -13.0, 'cluster_1863241547_1863241548_1976170214': -6.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 15.0, 'gneJ143': -11.0, 'gneJ207': -12.0, 'gneJ208': -5.0, 'gneJ210': 0, 'gneJ255': -20.0, 'gneJ257': 101.0}, {'1863241632': 0, '2330725114': 0, '243351999': 3, '243641585': 3, '243749571': 3, '30503246': 0, '30624898': 3, '32564122': 1, '89127267': 1, '89173763': 2, '89173808': 3, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 3}, {'1863241632': 0, '2330725114': 0, '243351999': 3, '243641585': 6, '243749571': 6, '30503246': 0, '30624898': 5, '32564122': 1, '89127267': 1, '89173763': 2, '89173808': 4, 'cluster_1427494838_273472399': 5, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 6, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 3}, 
58320.0, {'1863241632': 0, '2330725114': 0, '243351999': 288.0, '243641585': 138.0, '243749571': 16.0, '30503246': -3.0, '30624898': 205.0, '32564122': -15.0, '89127267': -27.0, '89173763': -27.0, '89173808': -40.0, 'cluster_1427494838_273472399': 103.0, 'cluster_1757124350_1757124352': -39.0, 'cluster_1863241547_1863241548_1976170214': -20.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -4.0, 'gneJ207': -60.0, 'gneJ208': -19.0, 'gneJ210': -9.0, 'gneJ255': -25.0, 'gneJ257': -50.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 1, '30503246': 1, '30624898': 1, '32564122': 1, '89127267': 2, '89173763': 2, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 3}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 2, '30503246': 1, '30624898': 1, '32564122': 2, '89127267': 4, '89173763': 3, '89173808': 4, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 4, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 6, 'gneJ208': 3, 'gneJ210': 1, 'gneJ255': 3, 'gneJ257': 5}, 
58330.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': -20.0, '243749571': 7.0, '30503246': -10.0, '30624898': -13.0, '32564122': -30.0, '89127267': -40.0, '89173763': -42.0, '89173808': -46.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -43.0, 'cluster_1863241547_1863241548_1976170214': 0.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -18.0, 'gneJ207': 104.0, 'gneJ208': -1.0, 'gneJ210': 9.0, 'gneJ255': -41.0, 'gneJ257': -77.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 3, '30503246': 1, '30624898': 3, '32564122': 1, '89127267': 2, '89173763': 2, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 5, '30503246': 1, '30624898': 3, '32564122': 3, '89127267': 4, '89173763': 5, '89173808': 5, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 5, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 5, 'gneJ257': 8}, 
58340.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 12.0, '243749571': 29.0, '30503246': 8.0, '30624898': -33.0, '32564122': -30.0, '89127267': 76.0, '89173763': -66.0, '89173808': 151.0, 'cluster_1427494838_273472399': -2.0, 'cluster_1757124350_1757124352': 103.0, 'cluster_1863241547_1863241548_1976170214': -10.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 28.0, 'gneJ207': -18.0, 'gneJ208': 25.0, 'gneJ210': 0, 'gneJ255': 212.0, 'gneJ257': -1.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 0, '30503246': 1, '30624898': 3, '32564122': 1, '89127267': 0, '89173763': 2, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 3, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 6, '243749571': 0, '30503246': 1, '30624898': 4, '32564122': 3, '89127267': 0, '89173763': 8, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 3, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 3, 'gneJ257': 5}, 
58350.0, {'1863241632': 0, '2330725114': -9.0, '243351999': 0, '243641585': -104.0, '243749571': -13.0, '30503246': -15.0, '30624898': 50.0, '32564122': -30.0, '89127267': -13.0, '89173763': -91.0, '89173808': -6.0, 'cluster_1427494838_273472399': 2.0, 'cluster_1757124350_1757124352': -1.0, 'cluster_1863241547_1863241548_1976170214': -14.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -83.0, 'gneJ207': -44.0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 18.0, 'gneJ257': -50.0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 7, '243749571': 1, '30503246': 1, '30624898': 0, '32564122': 1, '89127267': 1, '89173763': 3, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 4, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 13, '243749571': 2, '30503246': 2, '30624898': 0, '32564122': 3, '89127267': 2, '89173763': 11, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11, 'gneJ207': 5, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 3, 'gneJ257': 5}, 
58360.0, {'1863241632': 0, '2330725114': 9.0, '243351999': -8.0, '243641585': -147.0, '243749571': -8.0, '30503246': -20.0, '30624898': 0, '32564122': -30.0, '89127267': -32.0, '89173763': -123.0, '89173808': -37.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': -20.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -142.0, 'gneJ207': -41.0, 'gneJ208': -5.0, 'gneJ210': 0, 'gneJ255': -34.0, 'gneJ257': 248.0}, {'1863241632': 0, '2330725114': 0, '243351999': 1, '243641585': 10, '243749571': 1, '30503246': 1, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 5, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 2}, {'1863241632': 0, '2330725114': 0, '243351999': 1, '243641585': 17, '243749571': 3, '30503246': 2, '30624898': 0, '32564122': 3, '89127267': 4, '89173763': 13, '89173808': 4, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 16, 'gneJ207': 5, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 4, 'gneJ257': 2}, 
58370.0, {'1863241632': 0, '2330725114': -16.0, '243351999': 8.0, '243641585': 23.0, '243749571': -10.0, '30503246': -20.0, '30624898': 0, '32564122': 141.0, '89127267': -40.0, '89173763': 110.0, '89173808': 50.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -10.0, 'cluster_1863241547_1863241548_1976170214': 46.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 166.0, 'gneJ207': -50.0, 'gneJ208': -10.0, 'gneJ210': 0, 'gneJ255': -56.0, 'gneJ257': -24.0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 7, '243749571': 1, '30503246': 1, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 7, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 4, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 4}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 13, '243749571': 2, '30503246': 2, '30624898': 0, '32564122': 1, '89127267': 4, '89173763': 11, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 5, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 6, 'gneJ257': 5}, 
58380.0, {'1863241632': 0, '2330725114': -30.0, '243351999': 0, '243641585': 109.0, '243749571': 31.0, '30503246': -20.0, '30624898': 0, '32564122': -20.0, '89127267': -40.0, '89173763': 65.0, '89173808': 0, 'cluster_1427494838_273472399': -3.0, 'cluster_1757124350_1757124352': -15.0, 'cluster_1863241547_1863241548_1976170214': 18.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 14.0, 'gneJ207': 114.0, 'gneJ208': 15.0, 'gneJ210': 0, 'gneJ255': -65.0, 'gneJ257': -49.0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 3, '243749571': 0, '30503246': 1, '30624898': 0, '32564122': 1, '89127267': 2, '89173763': 5, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 2, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 3, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 6, '243749571': 0, '30503246': 2, '30624898': 0, '32564122': 2, '89127267': 4, '89173763': 8, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 7, 'gneJ257': 5}, 
58390.0, {'1863241632': 0, '2330725114': 46.0, '243351999': -10.0, '243641585': 51.0, '243749571': -16.0, '30503246': 35.0, '30624898': -9.0, '32564122': -20.0, '89127267': 125.0, '89173763': -63.0, '89173808': 0, 'cluster_1427494838_273472399': -13.0, 'cluster_1757124350_1757124352': 36.0, 'cluster_1863241547_1863241548_1976170214': -2.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 44.0, 'gneJ207': -10.0, 'gneJ208': -4.0, 'gneJ210': -7.0, 'gneJ255': 156.0, 'gneJ257': -50.0}, {'1863241632': 0, '2330725114': 0, '243351999': 1, '243641585': 2, '243749571': 3, '30503246': 1, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 5, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 0, '243351999': 1, '243641585': 5, '243749571': 3, '30503246': 1, '30624898': 1, '32564122': 2, '89127267': 0, '89173763': 7, '89173808': 0, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 5}, 
58400.0, {'1863241632': 0, '2330725114': -12.0, '243351999': -10.0, '243641585': 66.0, '243749571': -30.0, '30503246': -13.0, '30624898': 9.0, '32564122': 43.0, '89127267': 0, '89173763': -83.0, '89173808': 0, 'cluster_1427494838_273472399': -39.0, 'cluster_1757124350_1757124352': -28.0, 'cluster_1863241547_1863241548_1976170214': -18.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -7.0, 'gneJ143': -60.0, 'gneJ207': 48.0, 'gneJ208': 1.0, 'gneJ210': 7.0, 'gneJ255': 15.0, 'gneJ257': -50.0}, {'1863241632': 0, '2330725114': 3, '243351999': 1, '243641585': 3, '243749571': 3, '30503246': 1, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 5, '89173808': 0, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 4, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 3, '243351999': 1, '243641585': 5, '243749571': 3, '30503246': 2, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 10, '89173808': 0, 'cluster_1427494838_273472399': 6, 'cluster_1757124350_1757124352': 6, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 7, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 5}, 
58410.0, {'1863241632': 0, '2330725114': -30.0, '243351999': -10.0, '243641585': -65.0, '243749571': -39.0, '30503246': 36.0, '30624898': -17.0, '32564122': -6.0, '89127267': -5.0, '89173763': -127.0, '89173808': -1.0, 'cluster_1427494838_273472399': -30.0, 'cluster_1757124350_1757124352': -60.0, 'cluster_1863241547_1863241548_1976170214': 21.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 7.0, 'gneJ143': -70.0, 'gneJ207': -15.0, 'gneJ208': 3.0, 'gneJ210': -18.0, 'gneJ255': -7.0, 'gneJ257': -50.0}, {'1863241632': 0, '2330725114': 3, '243351999': 1, '243641585': 6, '243749571': 4, '30503246': 1, '30624898': 3, '32564122': 1, '89127267': 1, '89173763': 5, '89173808': 1, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 4, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 3, '243351999': 1, '243641585': 10, '243749571': 6, '30503246': 2, '30624898': 4, '32564122': 1, '89127267': 1, '89173763': 13, '89173808': 1, 'cluster_1427494838_273472399': 6, 'cluster_1757124350_1757124352': 6, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7, 'gneJ207': 4, 'gneJ208': 0, 'gneJ210': 3, 'gneJ255': 2, 'gneJ257': 5}, 
58420.0, {'1863241632': -8.0, '2330725114': -30.0, '243351999': -10.0, '243641585': -135.0, '243749571': 46.0, '30503246': 22.0, '30624898': -49.0, '32564122': 5.0, '89127267': 5.0, '89173763': 70.0, '89173808': 1.0, 'cluster_1427494838_273472399': -68.0, 'cluster_1757124350_1757124352': -60.0, 'cluster_1863241547_1863241548_1976170214': -22.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -10.0, 'gneJ143': 111.0, 'gneJ207': -11.0, 'gneJ208': -10.0, 'gneJ210': 18.0, 'gneJ255': -30.0, 'gneJ257': -50.0}, {'1863241632': 1, '2330725114': 3, '243351999': 1, '243641585': 10, '243749571': 3, '30503246': 0, '30624898': 3, '32564122': 1, '89127267': 0, '89173763': 5, '89173808': 0, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 3, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 5}, {'1863241632': 1, '2330725114': 3, '243351999': 1, '243641585': 18, '243749571': 4, '30503246': 0, '30624898': 5, '32564122': 1, '89127267': 0, '89173763': 11, '89173808': 0, 'cluster_1427494838_273472399': 8, 'cluster_1757124350_1757124352': 6, 'cluster_1863241547_1863241548_1976170214': 3, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 3, 'gneJ257': 5}, 
