57610.0, {'1863241632': 0, '2330725114': 2.0, '243351999': 0, '243641585': 15.0, '243749571': 57.0, '30503246': 11.0, '30624898': 12.0, '32564122': 0, '89127267': 0, '89173763': 4.0, '89173808': 0, 'cluster_1427494838_273472399': 16.0, 'cluster_1757124350_1757124352': 10.0, 'cluster_1863241547_1863241548_1976170214': 13.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 6.0, 'gneJ210': 1.0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 0, '243749571': 0, '30503246': 0, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 0, 'gneJ257': 0}, 
58060.0, {'1863241632': 0, '2330725114': -2.0, '243351999': 0, '243641585': 31.0, '243749571': -8.0, '30503246': 0, '30624898': 34.0, '32564122': 3.0, '89127267': 5.0, '89173763': -25.0, '89173808': -5.0, 'cluster_1427494838_273472399': -16.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 14.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -8.0, 'gneJ207': 11.0, 'gneJ208': -13.0, 'gneJ210': -54.0, 'gneJ255': -9.0, 'gneJ257': 13.0}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 3, '243749571': 1, '30503246': 0, '30624898': 2, '32564122': 0, '89127267': 0, '89173763': 4, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 6, '243749571': 1, '30503246': 0, '30624898': 3, '32564122': 0, '89127267': 0, '89173763': 5, '89173808': 1, 'cluster_1427494838_273472399': 2, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 2, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 2, 'gneJ207': 0, 'gneJ208': 2, 'gneJ210': 6, 'gneJ255': 1, 'gneJ257': 5}, 
58070.0, {'1863241632': 0, '2330725114': 2.0, '243351999': 0, '243641585': 39.0, '243749571': 1.0, '30503246': -7.0, '30624898': 31.0, '32564122': -1.0, '89127267': 0, '89173763': 5.0, '89173808': 2.0, 'cluster_1427494838_273472399': -4.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 18.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 7.0, 'gneJ207': -7.0, 'gneJ208': 0.0, 'gneJ210': -60.0, 'gneJ255': 9.0, 'gneJ257': -27.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 1, '30503246': 1, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 1, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 2}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 4, '243749571': 2, '30503246': 1, '30624898': 2, '32564122': 1, '89127267': 0, '89173763': 1, '89173808': 1, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 6, 'gneJ255': 0, 'gneJ257': 6}, 
58080.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 6.0, '243749571': -25.0, '30503246': 3.0, '30624898': 22.0, '32564122': 1.0, '89127267': 0, '89173763': 5.0, '89173808': 3.0, 'cluster_1427494838_273472399': 23.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -11.0, 'gneJ207': 7.0, 'gneJ208': 5.0, 'gneJ210': 50.0, 'gneJ255': 0, 'gneJ257': -3.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 1, '243749571': 2, '30503246': 1, '30624898': 1, '32564122': 0, '89127267': 0, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 5, '30503246': 1, '30624898': 1, '32564122': 0, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 1, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 0, 'gneJ208': 1, 'gneJ210': 3, 'gneJ255': 0, 'gneJ257': 5}, 
58090.0, {'1863241632': 0, '2330725114': -7.0, '243351999': 0, '243641585': -26.0, '243749571': 9.0, '30503246': -1.0, '30624898': 12.0, '32564122': 0, '89127267': 0, '89173763': -1.0, '89173808': 0, 'cluster_1427494838_273472399': 3.0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -19.0, 'gneJ207': -5.0, 'gneJ208': 11.0, 'gneJ210': 53.0, 'gneJ255': -10.0, 'gneJ257': -70.0}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 1, '243749571': 1, '30503246': 1, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 5}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 3, '243749571': 1, '30503246': 1, '30624898': 0, '32564122': 0, '89127267': 0, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 6, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 9}, 
58100.0, {'1863241632': -4.0, '2330725114': 7.0, '243351999': 0, '243641585': 38.0, '243749571': 22.0, '30503246': 3.0, '30624898': -1.0, '32564122': -7.0, '89127267': 0, '89173763': 14.0, '89173808': -3.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': -1.0, 'cluster_1863241547_1863241548_1976170214': -8.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 30.0, 'gneJ207': 2.0, 'gneJ208': 0, 'gneJ210': -32.0, 'gneJ255': 6.0, 'gneJ257': -46.0}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 3, '243749571': 1, '30503246': 1, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 1, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 1, '2330725114': 0, '243351999': 0, '243641585': 4, '243749571': 1, '30503246': 1, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 1, '89173808': 1, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 5, 'gneJ255': 1, 'gneJ257': 9}, 
58110.0, {'1863241632': 4.0, '2330725114': -3.0, '243351999': -8.0, '243641585': -29.0, '243749571': 1.0, '30503246': 2.0, '30624898': -7.0, '32564122': -10.0, '89127267': 0, '89173763': 2.0, '89173808': 3.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 1.0, 'cluster_1863241547_1863241548_1976170214': 4.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': -19.0, 'gneJ207': -4.0, 'gneJ208': -2.0, 'gneJ210': 33.0, 'gneJ255': 2.0, 'gneJ257': 27.0}, {'1863241632': 0, '2330725114': 1, '243351999': 1, '243641585': 5, '243749571': 0, '30503246': 0, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 4}, {'1863241632': 0, '2330725114': 1, '243351999': 2, '243641585': 5, '243749571': 0, '30503246': 0, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 5, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 5}, 
58120.0, {'1863241632': 0, '2330725114': 3.0, '243351999': 8.0, '243641585': 22.0, '243749571': -17.0, '30503246': 0, '30624898': -4.0, '32564122': 7.0, '89127267': 0, '89173763': -9.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 4.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 11.0, 'gneJ207': -9.0, 'gneJ208': -3.0, 'gneJ210': 14.0, 'gneJ255': -4.0, 'gneJ257': -78.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 1, '30503246': 0, '30624898': 2, '32564122': 3, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 3, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 3, '30503246': 0, '30624898': 4, '32564122': 3, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 3, 'gneJ207': 4, 'gneJ208': 2, 'gneJ210': 3, 'gneJ255': 1, 'gneJ257': 12}, 
58130.0, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 23.0, '243749571': 17.0, '30503246': 0, '30624898': 9.0, '32564122': -3.0, '89127267': 0, '89173763': -10.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -4.0, 'gneJ143': 0.0, 'gneJ207': -5.0, 'gneJ208': 5.0, 'gneJ210': 3.0, 'gneJ255': 3.0, 'gneJ257': -13.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 0, '30503246': 0, '30624898': 1, '32564122': 1, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 2, '243749571': 0, '30503246': 0, '30624898': 2, '32564122': 1, '89127267': 0, '89173763': 2, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 1, 'gneJ143': 2, 'gneJ207': 3, 'gneJ208': 0, 'gneJ210': 2, 'gneJ255': 1, 'gneJ257': 15}, 
58140.0, {'1863241632': 0, '2330725114': -10.0, '243351999': 0, '243641585': 12.0, '243749571': -18.0, '30503246': -6.0, '30624898': -16.0, '32564122': -19.0, '89127267': 0, '89173763': 19.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -4.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 4.0, 'gneJ143': 9.0, 'gneJ207': -8.0, 'gneJ208': 0, 'gneJ210': 3.0, 'gneJ255': 3.0, 'gneJ257': -12.0}, {'1863241632': 0, '2330725114': 2, '243351999': 0, '243641585': 1, '243749571': 2, '30503246': 1, '30624898': 4, '32564122': 2, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 2, '243351999': 0, '243641585': 1, '243749571': 3, '30503246': 1, '30624898': 4, '32564122': 2, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 2, 'gneJ208': 0, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 12}, 
58150.0, {'1863241632': 0, '2330725114': 6.0, '243351999': 0, '243641585': -5.0, '243749571': 18.0, '30503246': 1.0, '30624898': -93.0, '32564122': 6.0, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 4.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -15.0, 'gneJ143': 0, 'gneJ207': 3.0, 'gneJ208': -11.0, 'gneJ210': -2.0, 'gneJ255': 0, 'gneJ257': 98.0}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 1, '243749571': 0, '30503246': 1, '30624898': 9, '32564122': 1, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 1, 'gneJ255': 0, 'gneJ257': 4}, {'1863241632': 0, '2330725114': 1, '243351999': 0, '243641585': 1, '243749571': 0, '30503246': 1, '30624898': 11, '32564122': 2, '89127267': 0, '89173763': 0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 3, 'gneJ143': 0, 'gneJ207': 1, 'gneJ208': 2, 'gneJ210': 2, 'gneJ255': 0, 'gneJ257': 9}, 
58160.0, {'1863241632': -7.0, '2330725114': -3.0, '243351999': 0, '243641585': -3.0, '243749571': 0, '30503246': 5.0, '30624898': -35.0, '32564122': -41.0, '89127267': 0, '89173763': -16.0, '89173808': -23.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': -4.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': -37.0, 'gneJ143': -6.0, 'gneJ207': 5.0, 'gneJ208': 11.0, 'gneJ210': 15.0, 'gneJ255': -13.0, 'gneJ257': -9.0}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 2, '243749571': 0, '30503246': 0, '30624898': 6, '32564122': 4, '89127267': 0, '89173763': 1, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 2, 'gneJ143': 1, 'gneJ207': 4, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 6}, {'1863241632': 2, '2330725114': 1, '243351999': 0, '243641585': 3, '243749571': 0, '30503246': 0, '30624898': 8, '32564122': 5, '89127267': 0, '89173763': 2, '89173808': 3, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 1, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 4, 'gneJ143': 1, 'gneJ207': 4, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 2, 'gneJ257': 12}, 
58170.0, {'1863241632': 6.0, '2330725114': -8.0, '243351999': 0, '243641585': -8.0, '243749571': -26.0, '30503246': 0, '30624898': -87.0, '32564122': 2.0, '89127267': 0, '89173763': -11.0, '89173808': 23.0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 4.0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 52.0, 'gneJ143': 0.0, 'gneJ207': 0.0, 'gneJ208': -7.0, 'gneJ210': 0, 'gneJ255': 8.0, 'gneJ257': -157.0}, {'1863241632': 1, '2330725114': 2, '243351999': 0, '243641585': 1, '243749571': 1, '30503246': 0, '30624898': 8, '32564122': 2, '89127267': 0, '89173763': 3, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 1, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 11}, {'1863241632': 1, '2330725114': 3, '243351999': 0, '243641585': 2, '243749571': 3, '30503246': 0, '30624898': 9, '32564122': 3, '89127267': 0, '89173763': 3, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 1, 'gneJ207': 2, 'gneJ208': 1, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 21}, 
58180.0, {'1863241632': 1.0, '2330725114': 15.0, '243351999': 0, '243641585': 16.0, '243749571': -2.0, '30503246': 0, '30624898': 27.0, '32564122': -9.0, '89127267': 0, '89173763': 18.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 6.0, 'gneJ207': 21.0, 'gneJ208': 7.0, 'gneJ210': -7.0, 'gneJ255': 4.0, 'gneJ257': -72.0}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 1, '243749571': 2, '30503246': 0, '30624898': 5, '32564122': 2, '89127267': 0, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 10}, {'1863241632': 0, '2330725114': 0, '243351999': 0, '243641585': 1, '243749571': 4, '30503246': 0, '30624898': 6, '32564122': 4, '89127267': 0, '89173763': 1, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 1, 'gneJ255': 1, 'gneJ257': 20}, 
58190.0, {'1863241632': 0, '2330725114': -23.0, '243351999': 0, '243641585': 3.0, '243749571': 15.0, '30503246': -8.0, '30624898': 168.0, '32564122': 10.0, '89127267': 0, '89173763': -11.0, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 7.0, 'gneJ255': -5.0, 'gneJ257': 66.0}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 0, '243749571': 1, '30503246': 1, '30624898': 3, '32564122': 1, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 6}, {'1863241632': 0, '2330725114': 3, '243351999': 0, '243641585': 0, '243749571': 1, '30503246': 1, '30624898': 3, '32564122': 2, '89127267': 0, '89173763': 4, '89173808': 0, 'cluster_1427494838_273472399': 0, 'cluster_1757124350_1757124352': 0, 'cluster_1863241547_1863241548_1976170214': 0, 'cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190': 0, 'gneJ143': 0, 'gneJ207': 0, 'gneJ208': 0, 'gneJ210': 0, 'gneJ255': 1, 'gneJ257': 12}, 
